"acc","GC_mean","GC3_mean"
"Hyphococcus","55.280270436386","60.0695482483098"
"Hyphomicrobium","64.4446477584629","79.0239310765477"
"Hyphomonas","62.5210860774119","74.5201502021953"
"Iamia","74.7256241168158","96.4299175694772"
"Ichthyobacterium","33.2958579881657","25.679075443787"
"Ideonella","69.6237330037083","90.0335179233622"
"Idiomarina","47.3258039816233","46.4940543644717"
"Ignavibacterium","34.1615635179153","25.1524136807818"
"Ignavigranum","40.2100744132799","35.4402575844305"
"Ilumatobacter","67.5141430948419","85.8375516995484"
"Ilyobacter","35.1370100589664","28.0637252861602"
"Immundisolibacter","67.9686261558785","85.5259247027741"
"Indioceanicola","66.8045512547852","83.5632603147597"
"Inhella","66.5064759848894","82.6675499190502"
"Intestinibaculum","40.0263249047454","38.6230342916522"
"Intrasporangium","70.9307735426009","90.7539293721973"
"Iocasia","35.4806352744497","27.5074589022012"
"Iodobacter","48.9550077041602","48.1421633281972"
"Isoalcanivorax","63.1565904139434","77.0087009803922"
"Isoptericola","74.0038370720189","95.5430253837072"
"Isorropodon","37.2998001332445","30.4501865423051"
"Isosphaera","62.911430943814","73.9135621367285"
"Janibacter","73.1205891377723","95.1898036207426"
"Janthinobacterium","63.6636063165626","80.5569188395152"
"Jatrophihabitans","68.3566489361702","85.2274388297872"
"Jejubacter","56.9620555073721","65.7031396357329"
"Jeotgalibaca","37.3115132845591","29.6287408548325"
"Jeotgalibacillus","42.6085924519345","39.8181201044386"
"Jeotgalicoccus","43.1413760603205","43.0425730442978"
"Jiangella","72.5298549900483","93.5643886835371"
"Jinshanibacter","46.5297877780619","44.2526003579647"
"Jonesia","58.572298943948","63.1270389926889"
"Kaistella","35.6786918408631","30.6561564396494"
"Kaustia","67.7720343020486","87.1799928537399"
"Keratinibaculum","29.6863020102852","17.7150818139317"
"Ketobacter","51.8218065468865","56.9358060546394"
"Ketogulonicigenium","62.326458266194","74.0042346116661"
"Kibdelosporangium","68.8545871998469","87.9236515832775"
"Kineobactrum","61.1724051269163","73.2601105805479"
"Kineococcus","74.3586979952576","95.1938844578573"
"Kingella","55.1379446640316","64.2471541501976"
"Kiritimatiella","64.0250424448217","79.6635611205433"
"Kitasatospora","74.4017455338879","95.6971007773081"
"Klebsiella","54.1019303626195","60.5734692404835"
"Kluyvera","54.8833113166006","62.7066006164685"
"Kocuria","72.9425224734405","94.6743203486788"
"Komagataeibacter","62.8803445093817","73.683626576438"
"Kordia","33.895166629883","25.1535488854557"
"Kordiimonas","48.0781740370899","44.5806105563481"
"Kosakonia","54.6777167516673","61.5677795213809"
"Kosmotoga","41.4355383872525","40.1123901496861"
"Kovacikia","49.8502273335116","49.9731412142284"
"Kozakia","58.4436944937833","65.2206181172291"
"Kribbella","67.8353456282341","85.5922183892796"
"Kroppenstedtia","54.5596026490066","63.9828868151716"
"Ktedonosporobacter","53.0749525616698","55.6384977862113"
"Kushneria","59.72625","69.165746875"
"Kutzneria","70.3198791279948","91.4192747679689"
"Kyrpidia","59.3309010152284","69.7365418781726"
"Labilibaculum","36.6700743494424","30.6948791821561"
"Labilithrix","66.4063519478027","81.7865093072347"
"Lachnoanaerobaculum","35.5132743362832","27.8726508447305"
"Lachnoclostridium","36.1324166030048","28.6536923860453"
"Lacinutrix","30.7747941281776","17.8887039026137"
"Lacipirellula","62.2297070348946","76.1259171487218"
"Lacrimispora","42.9167919799499","42.5964085213033"
"Lacticaseibacillus","48.504845264145","52.6713316661457"
"Lactiplantibacillus","47.3628067967275","50.139417872876"
"Lactobacillus","36.3976493633692","28.9643046033301"
"Lactococcus","37.86709367494","29.3534147317854"
"Lacunisphaera","66.7985117344018","86.8300543789353"
"Lancefieldella","46.1718518518519","40.975237037037"
"Lapidilactobacillus","38.7849526066351","30.203317535545"
"Larkinella","54.1087209302326","65.0727151162791"
"Latilactobacillus","42.711215932914","40.5935691823899"
"Lautropia","65.9088330632091","83.4224878444084"
"Lawsonella","58.9290364583333","66.9211783854167"
"Lawsonia","34.499299719888","18.4429691876751"
"Leadbettera","50.3168761220826","56.2930011968881"
"Leadbetterella","40.7044604316547","38.5455798561151"
"Leclercia","56.3770415305646","65.9874241717219"
"Lederbergia","36.9778169901689","28.6131535165112"
"Leeuwenhoekiella","40.2939068100358","36.0180047789725"
"Legionella","37.3971518987342","28.5445042194093"
"Leifsonia","68.6644407345576","86.5973747913189"
"Leisingera","62.8380547686497","76.0937771482531"
"Lelliottia","53.4769563130101","59.3830004800768"
"Leminorella","53.0649970184854","58.6194215861658"
"Lentibacillus","42.2248908296943","40.4235589519651"
"Lentilactobacillus","40.7963988919668","37.4054120498615"
"Lentisphaera","40.8539167254764","36.5022606445542"
"Lentzea","70.4694183062446","91.6542664670659"
"Leptolyngbya","47.6347586653709","45.1414609653385"
"Leptospira","36.3667400881057","29.705390969163"
"Leptospirillum","50.455349620893","53.1760699241786"
"Leptothermofonsia","51.4249291784703","52.936417374882"
"Leptothrix","69.1527518656716","89.9017210820896"
"Leptotrichia","31.2168913560666","23.4997541633624"
"Leucobacter","61.8924629454431","72.2431725007884"
"Leuconostoc","39.5606060606061","32.5742929292929"
"Levilactobacillus","50.5280502157709","58.0046645743429"
"Liberibacter","36.8043143297381","24.9140523882897"
"Lichenicola","65.2000760022801","79.6246608398252"
"Ligilactobacillus","40.3957581227437","36.5815929602888"
"Lignipirellula","61.698645923365","74.7404782483434"
"Limihaloglobus","48.3968586387435","51.8481745200698"
"Limnobaculum","46.4652870493992","44.3589853137517"
"Limnochorda","69.8243084167157","88.4411948204826"
"Limnoglobus","65.9586442392817","84.8292500316175"
"Limnospira","45.1355668095053","41.7844643552785"
"Limosilactobacillus","47.6791443850267","51.3644973262032"
"Liquorilactobacillus","36.938784067086","29.4189350104822"
"Listeria","41.78912","39.2034336"
"Litorilituus","40.0407215086089","32.8882399562722"
"Litorivicinus","59.1890611541774","69.7118992248062"
"Loigolactobacillus","44.9666996373228","43.5084174085064"
"Loktanella","60.6992502082755","71.3139711191336"
"Longicatena","38.962962962963","34.8162127814089"
"Lonsdalea","55.9492280285036","65.1333877672209"
"Luteibacter","64.6289855072464","79.8061207729469"
"Luteimicrobium","73.1352989804354","94.2088426563792"
"Luteipulveratus","68.603137254902","86.4001450980392"
"Luteitalea","67.4493515022164","84.2558988671811"
"Luteithermobacter","55.7083333333333","63.4601216814159"
"Luteolibacter","61.3220568335589","75.4376725304465"
"Lutibacter","29.9812059514487","18.0306577916993"
"Lysinibacillus","37.080135891287","28.5733113509193"
"Lysobacter","67.0874230081462","85.6544347307769"
"Macrococcus","34.2282091917591","24.9881854199683"
"Mageeibacillus","44.5935127674258","43.7021187025535"
"Magnetococcus","54.6356715606308","60.6516394779772"
"Magnetospirillum","65.5640518567348","83.4196110744891"
"Mahella","43.9651931778629","44.1065193177863"
"Maioricimonas","63.4981313400961","77.8917280654921"
"Malaciobacter","26.6055997234704","11.961849291393"
"Malacoplasma","26.4789473684211","13.5426315789474"
"Mammaliicoccus","32.4540420819491","21.0060871170174"
"Mangrovibacillus","37.9587186261559","29.2362021136063"
"Mangrovivirga","36.588679245283","30.4493811320755"
"Mannheimia","41.4867388868136","36.8115390362346"
"Maribacter","40.1126550868486","40.1965905707196"
"Maribellus","38.8580297337036","35.3837820617546"
"Marichromatium","68.3211701793017","86.6227115445108"
"Maridesulfovibrio","47.9856115107914","49.5595550226485"
"Marinagarivorans","47.1976605395082","46.0975125328241"
"Mariniblastus","53.7470551766894","60.6773362264931"
"Marinicauda","68.648401826484","87.7812815829528"
"Marinithermus","68.6372819100092","88.1677089072544"
"Marinitoga","29.2030407062285","18.0930014713095"
"Marinobacter","57.4288470815244","67.2409044862518"
"Marinobacterium","59.5971553108511","71.2751938518009"
"Marinomonas","44.7799558931634","42.0346214163195"
"Mariprofundus","51.9705511148507","55.5172738746319"
"Marisediminicola","67.5191040843215","85.6243708827405"
"Marivirga","35.9462943071966","29.8387379162191"
"Marmoricola","73.7824933687003","96.5156339522546"
"Martelella","63.19836523126","78.9926854066986"
"Marvinbryantia","49.7744323790721","56.7414363277394"
"Massilia","64.084412470024","81.0474628297362"
"Massilistercora","51.9733384853168","62.1107148377125"
"Megalodesulfovibrio","64.4335685793188","81.4702117213869"
"Megamonas","32.0884030418251","17.9208935361217"
"Megasphaera","49.7737556561086","53.3851885369532"
"Meiothermus","63.9345670852611","79.6224619960344"
"Melaminivora","68.8900969732589","88.5214340287981"
"Melioribacter","41.7351086194814","44.3141836019622"
"Melissococcus","32.7593486127865","20.6501326899879"
"Melittangium","68.5577141415416","88.7758016904251"
"Mergibacter","36.5283132530121","23.8841626506024"
"Mesobacillus","42.7634882184541","42.4711759524334"
"Mesoflavibacter","31.1562845558422","19.3028603022484"
"Mesomycoplasma","30.9305555555556","20.8075"
"Mesoplasma","31.1742424242424","18.3501515151515"
"Mesotoga","45.7398753894081","48.2244859813084"
"Metabacillus","36.2168674698795","26.9776827309237"
"Metamycoplasma","28.0962962962963","15.6004444444444"
"Methylacidiphilum","46.2047898338221","47.3933822091887"
"Methylibium","69.1565356489945","89.266407678245"
"Methylobacillus","56.2063900110173","65.9985530664708"
"Methylobacterium","69.0413027202396","86.4417182430746"
"Methylocaldum","58.6134388878162","69.7117918517088"
"Methyloceanibacter","63.2628104369695","78.8614838101226"
"Methylocella","63.5905739863086","76.9381727224855"
"Methylococcus","63.5486903962391","79.7218569509738"
"Methylocystis","63.5242600679282","77.4731635128578"
"Methylogaea","63.198958935801","80.049048582996"
"Methylomagnum","63.4611811546118","79.8322627737226"
"Methylomicrobium","56.681593335069","68.4101952616506"
"Methylomonas","51.967115427058","59.0558971529464"
"Methylomusa","46.8082191780822","48.0832681017613"
"Methylophilus","50.5313156788567","53.7056158049601"
"Methylorubrum","68.7568014705882","86.3637481617647"
"Methylotenera","43.4278881530537","37.9269646799117"
"Methylotuvimicrobium","49.0847041492757","53.2206015222195"
"Methylovirgula","62.8757170172084","76.3267272147865"
"Methylovorus","54.9579095054367","62.9176499473869"
"Methylovulum","51.5083294770939","57.3655113373438"
"Micavibrio","55.4976055724859","63.9104614714845"
"Microbacterium","71.4878575283324","92.030725849973"
"Microbulbifer","57.623751070511","67.4089209249215"
"Microcella","72.5762572135202","94.8564220939819"
"Micrococcus","73.1683035714286","94.64678125"
"Microlunatus","67.7152905710936","85.1973522023112"
"Micromonospora","72.350863422292","92.1561507064364"
"Micropruina","68.7498588368154","87.2776708074534"
"Microterricola","70.0500433902227","91.5064680358692"
"Microvenator","55.4156256616557","62.2031230150328"
"Microvirga","63.5413982343116","78.2415795752804"
"Microvirgula","65.0777747772077","80.9149770456387"
"Mixta","54.075421686747","59.3838"
"Mobiluncus","55.8807542983916","61.0834997226844"
"Moellerella","41.988653329352","35.8051149596895"
"Mogibacterium","41.5250487963565","39.5068835393624"
"Monoglobus","38.6612830865859","34.4852131000449"
"Moorella","55.2217634915954","62.3106782659982"
"Moraxella","44.8127988230967","45.2266016917985"
"Morganella","52.0395845030882","56.3934306569343"
"Moritella","41.5022376926902","35.2726504226753"
"Morococcus","52.9104870557262","61.1963624396665"
"Mucilaginibacter","43.5421037296037","45.717162004662"
"Mucisphaera","64.5256093253267","82.012129989403"
"Mucispirillum","31.8163265306122","19.7795016611296"
"Murdochiella","49.8181174805379","54.7600495399858"
"Muribaculum","50.5482303955586","58.9431818181818"
"Muricauda","43.3031196266274","47.6085359862442"
"Muriicola","42.7954545454545","43.7801931818182"
"Musicola","55.8704703161141","64.7365073245952"
"Mycetohabitans","61.4300499643112","73.0349357601713"
"Mycoavidus","49.9213381555154","49.109972875226"
"Mycobacterium","66.9058235373598","83.2474908796109"
"Mycobacteroides","64.722905027933","78.7742886405959"
"Mycolicibacillus","69.5658097686375","88.4194935732648"
"Mycolicibacter","68.0155555555556","85.27662"
"Mycolicibacterium","67.3972511342407","84.3813730984788"
"Mycoplasma","38.8476821192053","35.7443046357616"
"Mycoplasmoides","32.7164179104478","21.9573880597015"
"Mycoplasmopsis","28.9572192513369","15.3168449197861"
"Myroides","34.7248418631397","26.7183208740656"
"Myxococcus","69.3217821782178","90.1519484640772"
"Nakamurella","71.231484998101","90.982595898215"
"Natranaerobius","36.4859451862263","27.7053267744202"
"Nautilia","33.3618382780686","26.6388423502036"
"Ndongobacter","49.9613526570048","54.8901268115942"
"Neisseria","54.2194943202638","61.3858226456577"
"Neoasaia","62.270948809912","72.5223866970981"
"Neoehrlichia","28.8762214983713","16.8929315960912"
"Neokomagataea","52.579945799458","51.5551219512195"
"Neomicrococcus","59.7234503684439","69.7899696575639"
"Neorhizobium","61.9155117715812","76.6693454666889"
"Neorickettsia","42.2559300873908","40.664506866417"
"Neptunomonas","45.9138865126889","42.6994525235244"
"Nesterenkonia","66.5393617021277","80.3841843971631"
"Niabella","45.1433581762385","46.7904362121876"
"Niallia","36.141225337487","28.1486417445483"
"Niastella","45.3255285937278","48.6856151553853"
"Nibribacter","51.4096586178185","62.1569497640855"
"Nibricoccus","62.4165333333333","77.7549173333333"
"Nisaea","63.5408092485549","79.3944670520231"
"Nitratifractor","54.8708909004288","68.2746069556932"
"Nitratireductor","60.2683578104139","70.5160801068091"
"Nitrincola","50.4641509433962","51.084423180593"
"Nitrobacter","62.1986007673211","75.4678379598285"
"Nitrosococcus","52.2679045092838","54.8010132625995"
"Nitrosomonas","46.015685195377","43.4637837094111"
"Nitrosophilus","33.50900243309","26.9221119221411"
"Nitrosospira","54.3050426136364","60.1608416193182"
"Nitrospira","62.2145833333333","77.3899675925926"
"Nitrospirillum","68.0557204088361","86.7821678206396"
"Niveispirillum","64.076893128285","77.6062526766595"
"Nocardia","67.2388059701493","83.3169017412935"
"Nocardioides","72.6350178662583","94.227175429641"
"Nocardiopsis","70.1055740684641","89.4113571644956"
"Nonlabens","40.5702451954937","38.7806129887343"
"Nonomuraea","71.9535097390665","93.7836190738699"
"Nosocomiicoccus","34.6235138705416","24.904715984148"
"Nostoc","42.9481489867542","36.7516959130533"
"Novacetimonas","61.1224489795918","69.3622984275678"
"Novibacillus","50.6693865216077","57.4678482925355"
"Novisyntrophococcus","44.0144101876676","44.0532473190349"
"Novosphingobium","65.52418172936","81.4027699071812"
"Occallatibacter","60.8716439867598","73.7285454211107"
"Occultella","71.2328605200946","91.158926319937"
"Oceanicoccus","48.3335881753313","49.0062691131498"
"Oceanidesulfovibrio","63.2124906693207","82.8788206021398"
"Oceanisphaera","50.6860785665059","53.4885217091661"
"Oceanispirochaeta","43.738646101114","43.4661296772351"
"Oceanithermus","70.3803113167859","92.2390323937737"
"Oceanobacillus","37.3780909332624","29.6155437383675"
"Octadecabacter","55.8695029658417","61.5998547760278"
"Odoribacter","44.2562571103527","46.1639277588168"
"Oenococcus","38.7389885807504","34.443572593801"
"Oleidesulfovibrio","58.1542768273717","66.2053374805599"
"Oleiphilus","48.2920949355261","49.3366529620632"
"Oligella","45.5846886156287","42.3798095993653"
"Olsenella","68.8129533678757","91.4652331606218"
"Opitutus","65.4345342706503","81.9449297012302"
"Orientia","31.2959805115713","21.3970462850183"
"Ornithinimicrobium","69.4079234972678","87.481"
"Ornithobacterium","38.2637263726373","35.4249099909991"
"Orrella","67.8914511996273","86.7276985790822"
"Oryzomicrobium","66.5822784810127","84.7498571892243"
"Oscillatoria","46.8261263985485","45.4495796794678"
"Otariodibacter","36.8088154269972","25.0358016528926"
"Owenweeksia","40.5649898226229","37.0394038964815"
"Oxalobacter","52.5809367296631","57.5031429745275"
"Oxynema","52.1011326860841","55.9613774271845"
"Pacificitalea","64.9607173356106","79.2810503842869"
"Paenacidovorax","69.1019932694797","89.3425058244887"
"Paenalkalicoccus","43.1459037711313","39.9853628088427"
"Paenarthrobacter","63.7323875931714","77.3666722769897"
"Paenibacillus","52.0716773070226","60.8333502611724"
"Paeniclostridium","27.9331727874774","14.8042925948224"
"Paenisporosarcina","37.2534626038781","28.0827894736842"
"Pajaroellobacter","48.2711246200608","44.9784133738602"
"Paludibacter","39.843439534087","36.7895889003083"
"Paludibacterium","62.8057244174265","76.503632218845"
"Paludibaculum","63.3523822451473","79.8632794896158"
"Paludisphaera","66.8054243219597","86.3228818897638"
"Panacibacter","38.4274193548387","32.8873212728858"
"Pandoraea","63.6352716873213","77.9629971401335"
"Pantoea","54.2206572769953","59.9004180639392"
"Parabacteroides","44.6395688710267","47.0380379978078"
"Paraburkholderia","62.647767902748","76.2327275513331"
"Parachlamydia","39.7956110154905","33.4284079173838"
"Paracholeplasma","35.9629408248655","32.0343933054393"
"Paracidovorax","69.1958500952784","88.4753419436799"
"Paraclostridium","28.6135738306328","15.9013084683583"
"Paracoccus","67.2439171526242","84.6201950532878"
"Paradevosia","64.4715204409738","81.6845842903078"
"Parafannyhessea","65.4445549477872","86.6568224763799"
"Paraflavitalea","47.9687647151154","53.5675639617015"
"Parageobacillus","44.3114401076716","44.594600269179"
"Paraliobacillus","35.318077144502","24.6565169833045"
"Paraoerskovia","71.1924829157175","91.2189369779803"
"Paraphotobacterium","31.5080399826163","21.861186440678"
"Paraprevotella","49.04088639201","56.4868851435705"
"Pararhodospirillum","65.2647152402163","79.2427839643653"
"Parascardovia","58.6883629191321","73.5289480604865"
"Parasedimentitalea","56.5044133476857","62.7837330462863"
"Parashewanella","40.1026919242273","33.2779486540379"
"Parasphaerochaeta","51.0346344145135","56.576652006597"
"Parasphingopyxis","63.9","78.470435530086"
"Parasynechococcus","60.0426431041106","68.8816903572801"
"Paraurantiacibacter","65.3419689119171","81.0747987245915"
"Paremcibacter","52.5129358830146","58.5115551181102"
"Paroceanicella","69.8600902643456","90.1559295078444"
"Parolsenella","66.1496519721578","87.76063225058"
"Parvibaculum","62.9778822228366","76.8111998894111"
"Parvimonas","29.0375083724046","17.6638245144005"
"Parvularcula","61.0922664624809","71.0561102603369"
"Pasteurella","40.8085004775549","34.1472683858644"
"Paucilactobacillus","38.7031597685803","31.0930974632844"
"Pauljensenia","70.1586073500967","91.8249903288201"
"Pectinatus","39.0658659434328","32.8264199922511"
"Pectobacterium","50.7505437146585","53.900315354502"
"Pediococcus","39.1567542646381","33.3550391885662"
"Pedobacter","39.6668601276843","37.1882278970787"
"Pedococcus","71.5224875069406","92.4186868406441"
"Pelagerythrobacter","65.1336559940432","78.5311578555473"
"Pelagibacterium","61.9138115631692","74.9490631691649"
"Pelagovum","66.6197903349527","85.4896599335208"
"Pelistega","38.3364008179959","26.0248159509202"
"Pelobacter","58.8849652220439","73.3537533440342"
"Pelodictyon","48.4721919302072","50.0412868047983"
"Pelolinea","51.9022779795312","60.2337240013206"
"Peptacetobacter","31.9613081529249","20.1823906034086"
"Peptoclostridium","44.7708561020036","47.8759890710382"
"Peribacillus","40.6157179436675","37.8527338979712"
"Periweissella","41.7585943468296","38.1856990068755"
"Permianibacter","54.8963102612443","62.4534931322381"
"Persephonella","36.9940769990128","31.9643435340573"
"Persicimonas","64.3574007220217","83.634602028537"
"Peterkaempfera","72.8413258110014","92.7863804654443"
"Peteryoungia","59.2230306071249","69.0166357250376"
"Petrimonas","48.9738493723849","57.7502789400279"
"Petrocella","37.6170692431562","32.3698389694042"
"Petrotoga","34.14816700611","28.2274134419552"
"Phaeobacter","59.9239489844119","69.1783230987246"
"Phascolarctobacterium","44.6276501766784","42.2864266784452"
"Phenylobacterium","71.6614980916031","93.2695539122137"
"Phnomibacter","47.2730995648835","50.5750396723829"
"Phocaeicola","43.0886374351721","43.2972677982084"
"Phoenicibacter","44.2304457527334","40.3190748528175"
"Photobacterium","50.7681426814268","55.9411459614596"
"Photorhabdus","43.4089121887287","39.2558999563128"
"Phototrophicus","52.7159949622166","56.8465680100756"
"Phreatobacter","67.1695266272189","84.766176035503"
"Phycisphaera","73.1445743989604","94.5237816764133"
"Phyllobacterium","57.846356453029","66.9201018437226"
"Phytobacter","53.8515958528156","59.6738442772921"
"Phytohabitans","72.3688980183664","92.3716988883519"
"Pigmentiphaga","62.0530069390902","74.4022629144179"
"Pimelobacter","73.1453318745441","95.8151185266229"
"Pirellula","57.960365174794","65.5555444221777"
"Pirellulimonas","66.8092773243082","85.1767927533347"
"Piscirickettsia","40.5022288261516","34.5501961367013"
"Pistricoccus","60.7326093337247","73.3779219254476"
"Planctopirus","54.4315789473684","57.7842355889724"
"Planktothrix","39.9450233560906","31.3501724757456"
"Planococcus","49.1502036659878","52.6702520366599"
"Plesiomonas","52.551322418136","56.8672607052897"
"Pluralibacter","59.7039390088945","73.2910969927997"
"Polaribacter","31.0953872437358","19.3705751708428"
"Polaromonas","62.5182169753715","76.8886464481987"
"Polyangium","69.553916365952","89.4139906601571"
"Polycladomyces","52.4801732755748","59.8033788737088"
"Polymorphospora","71.8893246187364","91.0254408133624"
"Polymorphum","67.6173126015317","86.5463239730796"
"Polynucleobacter","45.3031123139378","41.0621380243572"
"Polystyrenella","51.2383007723762","54.8884802362562"
"Pontibacter","48.4240548308645","52.5299889453902"
"Ponticoccus","66.5748686514886","84.3508362521891"
"Pontimonas","58.49850029994","64.8384043191362"
"Poriferisphaera","49.9732012816778","53.5909903874163"
"Porphyromonas","47.3203619909502","50.901185520362"
"Poseidonibacter","28.6503198294243","14.7519981724033"
"Pragia","46.1581648053124","44.2918985813462"
"Prauserella","67.9448006254887","84.4967318217357"
"Prescottella","69.1099663166237","87.6439508618982"
"Prevotella","42.686002084057","41.7344911427579"
"Priestia","38.8020570541432","31.596695129051"
"Prochlorococcus","31.5713519313305","20.5097800429185"
"Profundibacter","57.9444926279271","67.7467013587742"
"Propionibacterium","70.3994413407821","90.6538347964884"
"Propioniciclava","72.3849123849124","94.4914166914167"
"Prosthecochloris","50.664907651715","54.4069744942832"
"Protaetiibacter","71.767214260748","93.9738762670395"
"Proteiniphilum","44.6923076923077","47.2941106719368"
"Proteus","39.9080748812517","30.4650377200335"
"Providencia","42.1341821743389","36.1477277179236"
"Pseudalgibacter","32.3653552912473","22.0959865812748"
"Pseudarthrobacter","65.1702517162471","80.1269656750572"
"Pseudazoarcus","66.8943916038045","84.5974680223024"
"Pseudoalteromonas","48.1839245437769","49.4301804387943"
"Pseudobdellovibrio","42.3329443796188","38.6826604434072"
"Pseudoclostridium","42.5225689966469","44.3848336342533"
"Pseudocnuella","50.6556916794283","57.1543415007657"
"Pseudodesulfovibrio","53.5187872505831","61.8846229593159"
"Pseudoduganella","65.5596904330644","83.1135863658818"
"Pseudohongiella","54.3624205951187","59.3258809762621"
"Pseudolabrys","64.854714064915","82.7038794435858"
"Pseudoleptotrichia","31.8290203327172","24.2954482439926"
"Pseudolysobacter","59.0540265035678","68.8233511722732"
"Pseudonocardia","72.9710974178404","92.2474134389671"
"Pseudooceanicola","64.8428332935845","81.8840424517052"
"Pseudopedobacter","37.0435014678409","31.8714971977582"
"Pseudoprevotella","47.8131291028446","52.738989059081"
"Pseudopuniceibacterium","63.9166038683748","78.9637804571716"
"Pseudorhizobium","62.1862609497464","75.9158437067773"
"Pseudorhodobacter","58.3354347255056","66.2238770685579"
"Pseudorhodoplanes","60.8711294075532","73.0787059244675"
"Pseudosulfitobacter","62.2668659265585","75.6491844577284"
"Pseudothauera","63.8720888570405","76.905306341813"
"Pseudothermotoga","38.74289841117","33.9996822339913"
"Pseudovibrio","53.1161538461538","57.1009653846154"
"Pseudoxanthomonas","67.85","86.3362569060774"
"Psychrobacillus","35.9011776753712","26.6013159242192"
"Psychrobacter","46.4872971065632","45.2777699364855"
"Psychroflexus","34.9030081529379","28.4435254427889"
"Psychromicrobium","59.3832116788321","67.3008972019465"
"Psychromonas","40.921246923708","35.6601531309817"
"Pukyongia","42.3933380581148","42.6967469879518"
"Pukyongiella","66.1040159640808","82.6680468944874"
"Pulveribacter","69.6608869623208","89.9790396798933"
"Pusillibacter","56.1579908675799","67.1705783866058"
"Pusillimonas","59.72934648582","70.6631565967941"
"Pyramidobacter","60.8567346938775","76.9138816326531"
"Qingshengfaniella","59.491061452514","69.3425810055866"
"Qipengyuania","64.1034933072151","77.7066927848515"
"Quatrionicoccus","61.8656992084433","76.029562005277"
"Rahnella","54.2588607594937","61.5195168776371"
"Raineyella","69.9760780610639","89.4840667296191"
"Ralstonia","63.2834383753501","77.8472356442577"
"Ramlibacter","70.5715390564579","92.5293297241557"
"Raoultella","55.5996101364522","63.9384970760234"
"Raoultibacter","60.5312895069532","76.3037389380531"
"Rathayibacter","72.6500769625449","95.222768086198"
"Reinekea","53.6305993690852","60.7347507886435"
"Renibacterium","56.6323109843081","60.4003566333809"
"Rheinheimera","46.9874340286504","45.6618848957024"
"Rhizobacter","70.1387733887734","92.5071916146916"
"Rhizobium","60.0881215073793","71.9882146439318"
"Rhizorhabdus","68.2006736394256","87.1706665484843"
"Rhodanobacter","67.9845234862884","87.2289166440402"
"Rhodobacter","67.067863151991","83.5071733034212"
"Rhodocaloribacter","67.7186195379905","86.6211522404676"
"Rhodococcus","67.6906071504125","84.9338354135815"
"Rhodocytophaga","41.693346325167","39.3586790089087"
"Rhodoferax","66.6176525821596","85.7297690140845"
"Rhodoluna","51.8847006651885","52.6311086474501"
"Rhodomicrobium","62.8557637705849","76.8720670073822"
"Rhodopirellula","55.6775967013548","62.4567288435107"
"Rhodopseudomonas","62.6560941551965","77.1098483941751"
"Rhodospirillum","70.8577362409138","90.5565628245068"
"Rhodothermus","65.0121485595279","80.1740819160014"
"Rhodovastum","69.237699780633","86.003417424005"
"Rhodovulum","67.2724660397074","83.9932836990596"
"Richelia","40.6188811188811","31.8386625874126"
"Rickettsiales","33.7385321100917","24.3933551769332"
"Riemerella","35.4659606656581","28.8383761976803"
"Rippkaea","40.2384686346863","32.497536900369"
"Robiginitalea","55.6178010471204","68.8142310209424"
"Rodentibacter","40.5405857740586","34.7304979079498"
"Romboutsia","28.1028645833333","14.7009722222222"
"Roseateles","66.6628907069436","83.8364338158171"
"Roseburia","43.1477071193311","43.390544717507"
"Roseibacterium","66.09625","82.38065"
"Roseibium","57.0945283789302","64.8107860351164"
"Roseicitreum","63.508002065049","75.9079659266908"
"Roseiflexus","60.7541350022351","68.9014036656236"
"Roseimaritima","59.4196460176991","69.9564442477876"
"Roseitalea","66.7743179122183","85.2221708185053"
"Roseobacter","57.7744169937659","65.4203347956592"
"Roseomonas","70.4638655462185","89.1900420168067"
"Roseovarius","64.8728492773572","82.2919046799725"
"Rosistilla","58.2394039094252","68.522767563383"
"Rothia","56.4577006507592","62.8751973969631"
"Rouxiella","53.9737550471063","61.0223171825931"
"Ruania","69.3282409428197","86.7537603666521"
"Rubinisphaera","56.9108476064998","65.3414844093105"
"Rubripirellula","57.4011461318052","66.1266913871566"
"Rubrobacter","67.5761618857016","87.4476784523015"
"Ruegeria","64.7158406669755","80.3570472440945"
"Rufibacter","48.6777726001864","54.7518522833178"
"Rugosibacter","55.5678700361011","60.3540216606498"
"Ruminiclostridium","37.5174875089222","32.7106542945515"
"Ruminococcus","44.6587846427663","46.4599084668192"
"Runella","45.2801857585139","47.7492586859305"
"Saccharibacillus","59.126044874615","73.6421249450066"
"Saccharobesus","41.5866698068771","36.17882477626"
"Saccharomonospora","69.2373983739837","86.6468762420958"
"Saccharophagus","46.4437283093703","44.8621789786812"
"Saccharopolyspora","68.5688587781801","86.0396355565939"
"Saccharospirillum","57.7600476332242","68.1879904733552"
"Saccharothrix","73.731073943662","95.3416978433099"
"Salaquimonas","58.9652844744455","68.6029636772742"
"Salegentibacter","37.7689149560117","32.3309882697947"
"Salidesulfovibrio","61.3270655270655","80.6301367521367"
"Salimicrobium","46.7832530566877","49.533141904409"
"Salinicoccus","45.1919117647059","48.1834264705882"
"Salinicola","66.3676554478038","82.7141585852824"
"Salinimonas","48.7435479489269","49.0669546318935"
"Saliniradius","52.6776859504132","59.290664600551"
"Salinispira","52.1714376590331","57.8715521628499"
"Salinispora","69.7353006434435","85.8179831373419"
