file_name,organism,url,database,path,refseq_category,assembly_accession,bioproject,biosample,taxid,infraspecific_name,version_status,release_type,genome_rep,seq_rel_date,submitter
GCF_000161615.1_genomic_refseq.fna.gz,GCF_000161615.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/615/GCF_000161615.1_ASM16161v1/GCF_000161615.1_ASM16161v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000161615.1,PRJNA224116,SAMN00738287,527031,strain=ATCC 10792,latest,Major,Full,29/05/09,Naval Medical Research Center
GCF_000163895.2_genomic_refseq.fna.gz,GCF_000163895.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2/GCF_000163895.2_ASM16389v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000163895.2,PRJNA224116,SAMN02463683,546269,strain=ATCC 35896,latest,Major,Full,27/01/11,Broad Institute
GCF_000164905.1_genomic_refseq.fna.gz,GCF_000164905.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/905/GCF_000164905.1_ASM16490v1/GCF_000164905.1_ASM16490v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000164905.1,PRJNA224116,SAMN00191234,608538,strain=TK-6,latest,Major,Full,15/10/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000165505.1_genomic_refseq.fna.gz,GCF_000165505.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/505/GCF_000165505.1_ASM16550v1/GCF_000165505.1_ASM16550v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000165505.1,PRJNA224116,SAMN00116458,572544,strain=DSM 2926,latest,Major,Full,22/10/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000165715.2_genomic_refseq.fna.gz,GCF_000165715.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/715/GCF_000165715.2_ASM16571v3/GCF_000165715.2_ASM16571v3_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000165715.2,PRJNA224116,SAMN00103628,756272,strain=DSM 5305,latest,Major,Full,01/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000165795.1_genomic_refseq.fna.gz,GCF_000165795.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/795/GCF_000165795.1_ASM16579v1/GCF_000165795.1_ASM16579v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000165795.1,PRJNA224116,SAMN02256532,584708,strain=DSM 12260,latest,Major,Full,01/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000166055.1_genomic_refseq.fna.gz,GCF_000166055.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/055/GCF_000166055.1_ASM16605v1/GCF_000166055.1_ASM16605v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166055.1,PRJNA224116,SAMN00007427,648757,strain=ATCC 17100,latest,Major,Full,05/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000166135.1_genomic_refseq.fna.gz,GCF_000166135.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/135/GCF_000166135.1_ASM16613v1/GCF_000166135.1_ASM16613v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166135.1,PRJNA224116,SAMN02232023,298654,strain=EuI1c,latest,Major,Full,05/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000166195.2_genomic_refseq.fna.gz,GCF_000166195.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/195/GCF_000166195.2_ASM16619v3/GCF_000166195.2_ASM16619v3_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166195.2,PRJNA224116,SAMN02256535,714943,strain=DSM 18603,latest,Major,Full,24/01/12,US DOE Joint Genome Institute (JGI-PGF)
GCF_000166275.1_genomic_refseq.fna.gz,GCF_000166275.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/275/GCF_000166275.1_ASM16627v1/GCF_000166275.1_ASM16627v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166275.1,PRJNA224116,SAMN02436092,388413,strain=PR1,latest,Major,Full,09/11/10,Gordon and Betty Moore Foundation Microbial Genome Sequencing Project
GCF_000166395.1_genomic_refseq.fna.gz,GCF_000166395.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1/GCF_000166395.1_ASM16639v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166395.1,PRJNA224116,SAMN00191237,649349,strain=DSM 17132,latest,Major,Full,12/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000166415.1_genomic_refseq.fna.gz,GCF_000166415.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/415/GCF_000166415.1_ASM16641v1/GCF_000166415.1_ASM16641v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000166415.1,PRJNA224116,SAMN02232026,656519,strain=sapolanicus,latest,Major,Full,12/11/10,US DOE Joint Genome Institute
GCF_000172155.1_genomic_refseq.fna.gz,GCF_000172155.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/155/GCF_000172155.1_ASM17215v1/GCF_000172155.1_ASM17215v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000172155.1,PRJNA224116,SAMN02436175,240016,strain=DSM 4136,latest,Major,Full,02/01/08,TIGR
GCF_000175215.2_genomic_refseq.fna.gz,GCF_000175215.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/215/GCF_000175215.2_ASM17521v2/GCF_000175215.2_ASM17521v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000175215.2,PRJNA224116,SAMN00002561,573065,strain=CS 48,latest,Major,Full,22/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000176855.2_genomic_refseq.fna.gz,GCF_000176855.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/855/GCF_000176855.2_ASM17685v2/GCF_000176855.2_ASM17685v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000176855.2,PRJNA224116,SAMN00006197,643561,strain=ATCC 19860,latest,Major,Full,14/02/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000177235.2_genomic_refseq.fna.gz,GCF_000177235.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/235/GCF_000177235.2_ASM17723v2/GCF_000177235.2_ASM17723v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000177235.2,PRJNA224116,SAMN00007429,649639,strain=DSM 2522,latest,Major,Full,27/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000177635.2_genomic_refseq.fna.gz,GCF_000177635.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/635/GCF_000177635.2_ASM17763v2/GCF_000177635.2_ASM17763v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000177635.2,PRJNA224116,SAMN02232016,653733,strain=S5,latest,Major,Full,04/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000178115.2_genomic_refseq.fna.gz,GCF_000178115.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/115/GCF_000178115.2_ASM17811v2/GCF_000178115.2_ASM17811v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000178115.2,PRJNA224116,SAMN00008641,663278,strain=YUAN-3,latest,Major,Full,27/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000178835.2_genomic_refseq.fna.gz,GCF_000178835.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/835/GCF_000178835.2_ASM17883v2/GCF_000178835.2_ASM17883v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000178835.2,PRJNA224116,SAMN00013959,642492,strain=DSM 5427,latest,Major,Full,22/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000178955.2_genomic_refseq.fna.gz,GCF_000178955.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/955/GCF_000178955.2_ASM17895v2/GCF_000178955.2_ASM17895v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000178955.2,PRJNA224116,SAMN02232025,682795,strain=MP5ACTX8,latest,Major,Full,01/12/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000179015.2_genomic_refseq.fna.gz,GCF_000179015.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/015/GCF_000179015.2_ASM17901v2/GCF_000179015.2_ASM17901v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000179015.2,PRJNA224116,SAMN00015356,596153,strain=BC,latest,Major,Full,07/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000179635.2_genomic_refseq.fna.gz,GCF_000179635.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/635/GCF_000179635.2_ASM17963v2/GCF_000179635.2_ASM17963v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000179635.2,PRJNA224116,SAMN00016988,697329,strain=7,latest,Major,Full,23/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000183135.1_genomic_refseq.fna.gz,GCF_000183135.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/135/GCF_000183135.1_ASM18313v1/GCF_000183135.1_ASM18313v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000183135.1,PRJNA224116,SAMN00016731,694427,strain=WB4,latest,Major,Full,23/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000183405.1_genomic_refseq.fna.gz,GCF_000183405.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/405/GCF_000183405.1_ASM18340v1/GCF_000183405.1_ASM18340v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000183405.1,PRJNA224116,SAMN00102793,768670,strain=DSM 19672,latest,Major,Full,30/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000183425.1_genomic_refseq.fna.gz,GCF_000183425.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/425/GCF_000183425.1_ASM18342v1/GCF_000183425.1_ASM18342v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000183425.1,PRJNA224116,SAMN00138949,643867,strain=DSM 4126,latest,Major,Full,30/11/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000183725.1_genomic_refseq.fna.gz,GCF_000183725.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1/GCF_000183725.1_ASM18372v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000183725.1,PRJNA224116,SAMN00713566,709032,strain=DSM 16994,latest,Major,Full,02/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000183745.1_genomic_refseq.fna.gz,GCF_000183745.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/745/GCF_000183745.1_ASM18374v1/GCF_000183745.1_ASM18374v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000183745.1,PRJNA224116,SAMN00138957,670487,strain=DSM 14977,latest,Major,Full,02/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000184685.1_genomic_refseq.fna.gz,GCF_000184685.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/685/GCF_000184685.1_ASM18468v1/GCF_000184685.1_ASM18468v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000184685.1,PRJNA224116,SAMN00713569,710696,strain=DSM 43043,latest,Major,Full,29/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000184705.1_genomic_refseq.fna.gz,GCF_000184705.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/705/GCF_000184705.1_ASM18470v1/GCF_000184705.1_ASM18470v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000184705.1,PRJNA224116,SAMN00713570,644966,strain=DSM 12885,latest,Major,Full,29/12/10,US DOE Joint Genome Institute (JGI-PGF)
GCF_000185805.1_genomic_refseq.fna.gz,GCF_000185805.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/805/GCF_000185805.1_ASM18580v1/GCF_000185805.1_ASM18580v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000185805.1,PRJNA224116,SAMN00713575,648996,strain=HB-1,latest,Major,Full,07/01/11,US DOE Joint Genome Institute
GCF_000186245.1_genomic_refseq.fna.gz,GCF_000186245.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1/GCF_000186245.1_ASM18624v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000186245.1,PRJNA224116,SAMN00713578,749222,strain=DSM 16511,latest,Major,Full,18/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000186265.1_genomic_refseq.fna.gz,GCF_000186265.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1/GCF_000186265.1_ASM18626v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000186265.1,PRJNA224116,SAMN00190054,688270,strain=DSM 14237,latest,Major,Full,18/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000186345.1_genomic_refseq.fna.gz,GCF_000186345.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/345/GCF_000186345.1_ASM18634v1/GCF_000186345.1_ASM18634v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000186345.1,PRJNA224116,SAMN00138929,575540,strain=ATCC 43644,latest,Major,Full,20/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000186885.1_genomic_refseq.fna.gz,GCF_000186885.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/885/GCF_000186885.1_ASM18688v1/GCF_000186885.1_ASM18688v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000186885.1,PRJNA224116,SAMN00713581,577650,strain=DSM 2032,latest,Major,Full,27/01/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000190635.1_genomic_refseq.fna.gz,GCF_000190635.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/635/GCF_000190635.1_ASM19063v1/GCF_000190635.1_ASM19063v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000190635.1,PRJNA224116,SAMN00216969,645991,strain=DSM 8271,latest,Major,Full,01/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000190735.1_genomic_refseq.fna.gz,GCF_000190735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/735/GCF_000190735.1_ASM19073v2/GCF_000190735.1_ASM19073v2_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000190735.1,PRJNA224116,SAMN00103626,762903,strain=DSM 12145,latest,Major,Full,01/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000191045.1_genomic_refseq.fna.gz,GCF_000191045.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/045/GCF_000191045.1_ASM19104v1/GCF_000191045.1_ASM19104v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000191045.1,PRJNA224116,SAMN00713591,868864,strain=DSM 11699,latest,Major,Full,02/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000192745.1_genomic_refseq.fna.gz,GCF_000192745.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1/GCF_000192745.1_ASM19274v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000192745.1,PRJNA224116,SAMN02603150,991905,strain=SL003B-26A1,latest,Major,Full,18/03/11,"College of Engineering, Peking University"
GCF_000192865.1_genomic_refseq.fna.gz,GCF_000192865.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/865/GCF_000192865.1_ASM19286v1/GCF_000192865.1_ASM19286v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000192865.1,PRJNA224116,SAMN00713593,717774,strain=MMB-1,latest,Major,Full,22/03/11,US DOE Joint Genome Institute
GCF_000194135.1_genomic_refseq.fna.gz,GCF_000194135.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/135/GCF_000194135.1_ASM19413v1/GCF_000194135.1_ASM19413v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000194135.1,PRJNA224116,SAMN00713597,760142,strain=DSM 10411,latest,Major,Full,29/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000194605.1_genomic_refseq.fna.gz,GCF_000194605.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/605/GCF_000194605.1_ASM19460v1/GCF_000194605.1_ASM19460v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000194605.1,PRJNA224116,SAMN00713599,755732,strain=DSM 16823,latest,Major,Full,31/03/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000195295.1_genomic_refseq.fna.gz,GCF_000195295.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/295/GCF_000195295.1_ASM19529v1/GCF_000195295.1_ASM19529v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000195295.1,PRJNA224116,SAMN00713603,880072,strain=DSM 11109,latest,Major,Full,07/04/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000195315.1_genomic_refseq.fna.gz,GCF_000195315.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/315/GCF_000195315.1_ASM19531v1/GCF_000195315.1_ASM19531v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000195315.1,PRJNA224116,SAMN00713604,700015,strain=PW2,latest,Major,Full,07/04/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000195335.1_genomic_refseq.fna.gz,GCF_000195335.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/335/GCF_000195335.1_ASM19533v1/GCF_000195335.1_ASM19533v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000195335.1,PRJNA224116,SAMN00713602,869210,strain=DSM 14884,latest,Major,Full,07/04/11,US DOE Joint Genome Institute (JGI-PGF)
GCF_000195975.1_genomic_refseq.fna.gz,GCF_000195975.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/975/GCF_000195975.1_ASM19597v1/GCF_000195975.1_ASM19597v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000195975.1,PRJNA224116,SAMEA3138327,84588,strain=WH 8102,latest,Major,Full,18/08/03,DOE Joint Genome Institute
GCF_000196075.1_genomic_refseq.fna.gz,GCF_000196075.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/075/GCF_000196075.1_ASM19607v1/GCF_000196075.1_ASM19607v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196075.1,PRJNA224116,SAMEA1705925,218496,strain=TW08/27,latest,Major,Full,06/05/03,Sanger Institute
GCF_000196115.1_genomic_refseq.fna.gz,GCF_000196115.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/115/GCF_000196115.1_ASM19611v1/GCF_000196115.1_ASM19611v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196115.1,PRJNA224116,SAMEA3138332,243090,strain=1,latest,Major,Full,07/07/03,Max-Plank-Institute
GCF_000196135.1_genomic_refseq.fna.gz,GCF_000196135.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1/GCF_000196135.1_ASM19613v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196135.1,PRJNA224116,SAMEA3138333,273121,strain=DSMZ 1740,latest,Major,Full,08/09/03,Max-Plank-Institute
GCF_000196315.1_genomic_refseq.fna.gz,GCF_000196315.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/315/GCF_000196315.1_ASM19631v1/GCF_000196315.1_ASM19631v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196315.1,PRJNA224116,SAMN02603922,216432,strain=HTCC2559,latest,Major,Full,09/06/10,The Gordon and Betty Moore Foundation Marine Microbiology Initiative
GCF_000196455.1_genomic_refseq.fna.gz,GCF_000196455.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/455/GCF_000196455.1_ASM19645v1/GCF_000196455.1_ASM19645v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196455.1,PRJNA224116,SAMEA3138340,1511,strain=DSM 519,latest,Major,Full,16/10/10,Genoscope-CEA
GCF_000196495.1_genomic_refseq.fna.gz,GCF_000196495.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/495/GCF_000196495.1_ASM19649v1/GCF_000196495.1_ASM19649v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196495.1,PRJNA224116,SAMEA1705917,316275,strain=LFI1238,latest,Major,Full,01/10/08,"The Pathogen Sequencing Unit, The Wellcome Trust Sanger Institute"
GCF_000196535.1_genomic_refseq.fna.gz,GCF_000196535.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1/GCF_000196535.1_ASM19653v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196535.1,PRJNA224116,SAMN00001505,548479,strain=ATCC 43063,latest,Major,Full,14/06/10,Baylor College of Medicine
GCF_000196615.1_genomic_refseq.fna.gz,GCF_000196615.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/615/GCF_000196615.1_ASM19661v1/GCF_000196615.1_ASM19661v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000196615.1,PRJNA224116,SAMEA2272131,634500,strain=Eb661,latest,Major,Full,22/06/10,Max Planck Society
GCF_000198775.1_genomic_refseq.fna.gz,GCF_000198775.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/198/775/GCF_000198775.1_ASM19877v1/GCF_000198775.1_ASM19877v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000198775.1,PRJNA224116,SAMEA2272497,882378,strain=HKI 454,latest,Major,Full,16/11/10,Leibniz Institute for Natural Product Research and Infection Biology (HKI)
GCF_000199675.1_genomic_refseq.fna.gz,GCF_000199675.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/199/675/GCF_000199675.1_ASM19967v1/GCF_000199675.1_ASM19967v1_cds_from_genomic.fna.gz,refseq,/Users/sofiaradrizzani/Documents/Scripts/Fivecodons/Data/all_genomes/bacteria_CDS,representative genome,GCF_000199675.1,PRJNA224116,SAMD00061114,926569,strain=UNI-1,latest,Major,Full,24/01/11,National Institute of Technology and Evaluation
